"ID","SMILES","OBSERVED","PREDICTED","fold"
"2160","COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1",96.7,106.067098060785,"Fold1.Rep1"
"2253","NS(=O)(=O)C1=C(Cl)C=C2NC(CSCC3=CC=CC=C3)=NS(=O)(=O)C2=C1",30,72.4679471076708,"Fold1.Rep1"
"2261","CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1",99,103.976010940259,"Fold1.Rep1"
"2279948","[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1",68,84.5442751529924,"Fold1.Rep1"
"2298414","C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1",98,69.9550388690494,"Fold1.Rep1"
"23175565","[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3",18,38.5253159611499,"Fold1.Rep1"
"2323020","CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1",96,99.7590572710153,"Fold1.Rep1"
"2383","O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1",95,59.0815791739938,"Fold1.Rep1"
"2384","CS(=O)(=O)OCCCCOS(C)(=O)=O",32,42.9571847675588,"Fold1.Rep1"
"2387","CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O",45,71.3565008209384,"Fold1.Rep1"
"2424","CN1C=NC2=C1C(=O)N(C)C(=O)N2C",36,32.6522381294055,"Fold1.Rep1"
"24721813","[H][C@@]12O[C@@]3([H])CCC4CC(=O)C[C@H]5[C@H](C[C@H]6O[C@H](C[C@@H](C)C6=C)CC[C@@H]6O[C@H](CC6=C)CC[C@@]67C[C@@H](O[C@H]1[C@@H](O6)[C@@]3([H])O4)[C@@H]2O7)O[C@H](C[C@H](O)CN)[C@@H]5OC",57,65.8437854894639,"Fold1.Rep1"
"2487","COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2",98,97.9851268703743,"Fold1.Rep1"
"25736","[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O",5,21.8867845351225,"Fold1.Rep1"
"2624","CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1",72,76.1378453711963,"Fold1.Rep1"
"2626","CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1",90,88.7545558662339,"Fold1.Rep1"
"2632","ClC1=CC2=C(OC(=O)N2)C=C1",18,44.5942371891838,"Fold1.Rep1"
"27005","CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O",93,73.1920481816272,"Fold1.Rep1"
"2710","ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1",90,98.2518394334305,"Fold1.Rep1"
"27471727","C[N+]1(C)[C@H]2CC(C[C@@H]1[C@@H]1O[C@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1",72,58.1318429235429,"Fold1.Rep1"
"2810","CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12",99,89.9699848946061,"Fold1.Rep1"
"28460","CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1",85,74.2864452216024,"Fold1.Rep1"
"2867","CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN",10,60.304106111703,"Fold1.Rep1"
"3116","CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1",40,23.4108930861966,"Fold1.Rep1"
"3163","CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1",98,99.8335329866658,"Fold1.Rep1"
"3174","CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12",93,98.3703707361442,"Fold1.Rep1"
"3192","CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1",99,82.3773067788433,"Fold1.Rep1"
"3196","CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C",99,87.7637976180713,"Fold1.Rep1"
"3208","NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1",17,62.7285937470544,"Fold1.Rep1"
"3228","CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1",85,96.3507583248846,"Fold1.Rep1"
"3276","CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",83,99.0547295692158,"Fold1.Rep1"
"3328","NCC1(CC(O)=O)CCCCC1",3,19.660111776408,"Fold1.Rep1"
"3511","NNC1=NN=CC2=CC=CC=C12",87,35.0970055896998,"Fold1.Rep1"
"3544","CC(C)CC1=CC=C(C=C1)C(C)C(O)=O",95,80.4792361835625,"Fold1.Rep1"
"35562","C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O",20,39.5492153078906,"Fold1.Rep1"
"35728","CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O",95,103.175551808504,"Fold1.Rep1"
"35850","COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O",80,83.0834961734523,"Fold1.Rep1"
"3635","NNC(=O)C1=CC=NC=C1",5,22.5880423568427,"Fold1.Rep1"
"3693","CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1",99,92.3952032892855,"Fold1.Rep1"
"37371","OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O",4,18.9269600977123,"Fold1.Rep1"
"38037","CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O",99,90.676690684632,"Fold1.Rep1"
"38201","COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O",77,78.2380217927889,"Fold1.Rep1"
"390074","OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO",4,-2.67204726158567,"Fold1.Rep1"
"390122","CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1",94.9,94.917286457648,"Fold1.Rep1"
"3918","CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1",80,55.7475548896974,"Fold1.Rep1"
"3922","CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C",75,69.826524795995,"Fold1.Rep1"
"3933","NC1=CC(C(O)=O)=C(O)C=C1",80,52.81553881264,"Fold1.Rep1"
"394204","C[C@@H]1O[C@@H]1P(O)(O)=O",0,49.5933727210646,"Fold1.Rep1"
"3949","CN(C)C(=N)NC(N)=N",1,31.2242924228879,"Fold1.Rep1"
"3953","CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1",90,80.4740011060529,"Fold1.Rep1"
"39656","[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O",80.6,67.7609935216664,"Fold1.Rep1"
"4015","COC(=O)C(C1CCCCN1)C1=CC=CC=C1",10,49.7258579842576,"Fold1.Rep1"
"4088","NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1",60,98.7399849434926,"Fold1.Rep1"
"4256","COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2",99,80.1180479123474,"Fold1.Rep1"
"431","CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1",84,67.4188541246906,"Fold1.Rep1"
"4341","COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C",95,93.0373341134468,"Fold1.Rep1"
"4422","CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1",32,25.2742265721606,"Fold1.Rep1"
"4444059","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O",73,79.0992739146966,"Fold1.Rep1"
"4444351","CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C",99.8,91.1913603664374,"Fold1.Rep1"
"4444491","[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2",65,77.9039467103937,"Fold1.Rep1"
"4444535","COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C",98.82,70.5973628714086,"Fold1.Rep1"
"4445539","C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O",99.9,93.1232099841595,"Fold1.Rep1"
"4445541","CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC",85,66.4258055902649,"Fold1.Rep1"
"4447579","[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1",33,65.5522135370138,"Fold1.Rep1"
"4447624","[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O",20,20.4052622853378,"Fold1.Rep1"
"4470605","C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1",94,63.984497863811,"Fold1.Rep1"
"4470984","OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1",98,85.6428249973137,"Fold1.Rep1"
"4514937","[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC",73,56.5049192117154,"Fold1.Rep1"
"4518","COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1",90,90.3862695190699,"Fold1.Rep1"
"4589305","CCCCC\N=C(/N)NN\C=C1/C=NC2=C1C=C(CO)C=C2",98,52.4151452506989,"Fold1.Rep1"
"4591431","OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O",99,90.4122737624734,"Fold1.Rep1"
"4596","O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1",88,80.8364243683021,"Fold1.Rep1"
"4892","NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2",96,73.2395930451217,"Fold1.Rep1"
"4895","CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1",88,71.6384637532513,"Fold1.Rep1"
"49104","[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O",65,61.6886370242368,"Fold1.Rep1"
"49516","CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1",98,88.8214928310893,"Fold1.Rep1"
"50839","OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1",97,80.8345363448281,"Fold1.Rep1"
"5145","NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1",50,74.8644458843933,"Fold1.Rep1"
"5158","OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1",69,79.7929786713934,"Fold1.Rep1"
"51714","[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C",90,89.3952641440519,"Fold1.Rep1"
"5201","CN1N=NC2=C(N=CN2C1=O)C(N)=O",15,29.5831735607082,"Fold1.Rep1"
"5245","CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1",60,94.796243658932,"Fold1.Rep1"
"5279","CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O",12,36.2328523163824,"Fold1.Rep1"
"5292341","CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@@H]([C@@H]2C)[C@]1(C)O",22,76.4471784342728,"Fold1.Rep1"
"5293005","CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1",22,16.2492819620122,"Fold1.Rep1"
"5381","COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC",97,84.1375968932063,"Fold1.Rep1"
"5423","CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2",98,76.3048465600793,"Fold1.Rep1"
"54785","O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1",58,62.6729992357863,"Fold1.Rep1"
"54810","CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1",98,93.5068654197785,"Fold1.Rep1"
"54861","CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O",98,95.7886435213037,"Fold1.Rep1"
"5554","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3",95,79.78822230909,"Fold1.Rep1"
"5628","[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O",90,88.7740842319001,"Fold1.Rep1"
"5656","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",74,84.3805587067813,"Fold1.Rep1"
"571424","CCCC1=CC(=O)NC(=S)N1",82,44.039542171111,"Fold1.Rep1"
"57718","[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C",98,91.4555103725814,"Fold1.Rep1"
"5774","[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",40,91.9851674037169,"Fold1.Rep1"
"5788","[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",40,87.9223737334308,"Fold1.Rep1"
"5791","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",40,86.3395745815457,"Fold1.Rep1"
"5796","COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1",84,69.0413047018017,"Fold1.Rep1"
"5802","[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O",75,53.726488623694,"Fold1.Rep1"
"5818","CNC[C@H](O)C1=CC(O)=CC=C1",95,12.5352350271859,"Fold1.Rep1"
"59273","ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl",99,94.2394125782092,"Fold1.Rep1"
"6205","[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",99,74.7582466345845,"Fold1.Rep1"
"62105","[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21",96,55.1806717154548,"Fold1.Rep1"
"64459","COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O",95,92.3532170888541,"Fold1.Rep1"
"7845223","[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O",70,59.7547983204564,"Fold1.Rep1"
"8358471","COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O",87,80.6907874498536,"Fold1.Rep1"
"8360155","CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1",95,94.4830685986429,"Fold1.Rep1"
"83706","CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1",99,86.3807272504249,"Fold1.Rep1"
"9296","CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C",58,97.1490027303126,"Fold1.Rep1"
"94631","[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O",20,21.9128180294415,"Fold1.Rep1"
"9524","CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2",99,104.142120748654,"Fold1.Rep1"
"10194105","CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1",22,52.5861838063367,"Fold2.Rep1"
"10246417","CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1",50,52.5861838063367,"Fold2.Rep1"
"10481959","CN(C)N=NC1=C(N=CN1)C(N)=O",5,31.4638323367432,"Fold2.Rep1"
"10482084","CC(C)C1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O",98,94.0198050878982,"Fold2.Rep1"
"10482163","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O",51,77.7663828069239,"Fold2.Rep1"
"106472","[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12",47,29.3853189522974,"Fold2.Rep1"
"10815","COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1",80,102.801459725314,"Fold2.Rep1"
"110575","ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1",85,80.308406265928,"Fold2.Rep1"
"111300","CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1",30,52.7393429961229,"Fold2.Rep1"
"11540","CC(=O)N[C@@H](CS)C(O)=O",83,39.9233793433513,"Fold2.Rep1"
"129277","CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1",56,83.247806395809,"Fold2.Rep1"
"132758","[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O",95,39.210755804735,"Fold2.Rep1"
"135679","NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C",13,27.6402918672764,"Fold2.Rep1"
"135722","CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC",99.5,99.0398437539213,"Fold2.Rep1"
"137720","COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O",99,90.7737037212118,"Fold2.Rep1"
"15266","[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21",97,100.003615100312,"Fold2.Rep1"
"1710","O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1",90,82.8565315594833,"Fold2.Rep1"
"1859","NC1=C2CCCCC2=NC2=CC=CC=C12",55,54.421206079685,"Fold2.Rep1"
"187603","OC(=O)CCC(O)=O.O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1",98,89.4703264373248,"Fold2.Rep1"
"1901","CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1",26,70.9341729530768,"Fold2.Rep1"
"2004","NCCCC(O)(P(O)(O)=O)P(O)(O)=O",78,52.8982669347048,"Fold2.Rep1"
"2034","CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12",80,96.8267134215317,"Fold2.Rep1"
"2072","CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1",96,75.2780681505859,"Fold2.Rep1"
"2077","CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC",97.5,79.9300810432449,"Fold2.Rep1"
"2094","COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1",98,113.248317450523,"Fold2.Rep1"
"2102","CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N",40,69.4680310794081,"Fold2.Rep1"
"2178","CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O",30,45.470947467616,"Fold2.Rep1"
"2273675","[H][C@]12CC[C@]([H])(CC(C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1",76,96.1176429526625,"Fold2.Rep1"
"2276","CNCCC1=CC=CC=N1",3,31.4714092260663,"Fold2.Rep1"
"2280207","COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O",25,24.9010813811403,"Fold2.Rep1"
"2312","CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1",30,65.8534691722711,"Fold2.Rep1"
"2338979","COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1",90,92.081836246663,"Fold2.Rep1"
"2483","CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1",99,79.0299028414367,"Fold2.Rep1"
"25037","C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1",25,57.7304299842525,"Fold2.Rep1"
"25948202","COc1cc2c(ccnc2cc1OC)Oc3ccc(cc3)NC(=O)C4(CC4)C(=O)Nc5ccc(cc5)F",99.7,100.52552023214,"Fold2.Rep1"
"26847","[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC",15,66.0004727368988,"Fold2.Rep1"
"2804","ClCCN(CCCl)P1(=O)NCCCO1",20,48.9271801870619,"Fold2.Rep1"
"2808","OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1",18,67.8267582046868,"Fold2.Rep1"
