"ID","SMILES","OBSERVED","PREDICTED","fold"
"2279948","[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1",68,75.320134,"Fold1.Rep1"
"2298414","C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1",98,70.21636,"Fold1.Rep1"
"23175565","[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3",18,31.5242433333333,"Fold1.Rep1"
"2323020","CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1",96,89.2487,"Fold1.Rep1"
"2383","O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1",95,55.922144,"Fold1.Rep1"
"2384","CS(=O)(=O)OCCCCOS(C)(=O)=O",32,46.2180333333333,"Fold1.Rep1"
"2387","CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O",45,58.766475,"Fold1.Rep1"
"2424","CN1C=NC2=C1C(=O)N(C)C(=O)N2C",36,43.3101566666667,"Fold1.Rep1"
"24721813","[H][C@@]12O[C@@]3([H])CCC4CC(=O)C[C@H]5[C@H](C[C@H]6O[C@H](C[C@@H](C)C6=C)CC[C@@H]6O[C@H](CC6=C)CC[C@@]67C[C@@H](O[C@H]1[C@@H](O6)[C@@]3([H])O4)[C@@H]2O7)O[C@H](C[C@H](O)CN)[C@@H]5OC",57,61.1131966666666,"Fold1.Rep1"
"2487","COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2",98,91.2922406666666,"Fold1.Rep1"
"25736","[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O",5,26.2337066666667,"Fold1.Rep1"
"2624","CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1",72,86.75201,"Fold1.Rep1"
"2626","CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1",90,76.9661699999999,"Fold1.Rep1"
"2632","ClC1=CC2=C(OC(=O)N2)C=C1",18,49.7485033333333,"Fold1.Rep1"
"27005","CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O",93,58.04998,"Fold1.Rep1"
"2710","ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1",90,84.7630936666666,"Fold1.Rep1"
"27471727","C[N+]1(C)[C@H]2CC(C[C@@H]1[C@@H]1O[C@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1",72,47.5244833333333,"Fold1.Rep1"
"2810","CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12",99,87.1693056666667,"Fold1.Rep1"
"28460","CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1",85,61.5275383333333,"Fold1.Rep1"
"2867","CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN",10,51.3614233333333,"Fold1.Rep1"
"3116","CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1",40,31.1415666666667,"Fold1.Rep1"
"3163","CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1",98,79.5717016666667,"Fold1.Rep1"
"3174","CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12",93,89.82753,"Fold1.Rep1"
"3192","CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1",99,76.5789377619047,"Fold1.Rep1"
"3196","CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C",99,87.9463703333334,"Fold1.Rep1"
"3208","NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1",17,47.22602,"Fold1.Rep1"
"3228","CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1",85,90.112374,"Fold1.Rep1"
"3276","CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F",83,94.184403,"Fold1.Rep1"
"3328","NCC1(CC(O)=O)CCCCC1",3,21.7018666666667,"Fold1.Rep1"
"3511","NNC1=NN=CC2=CC=CC=C12",87,45.45265,"Fold1.Rep1"
"3544","CC(C)CC1=CC=C(C=C1)C(C)C(O)=O",95,78.0259533333333,"Fold1.Rep1"
"35562","C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O",20,51.36497,"Fold1.Rep1"
"35728","CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O",95,92.7625583333333,"Fold1.Rep1"
"35850","COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O",80,93.0378313333334,"Fold1.Rep1"
"3635","NNC(=O)C1=CC=NC=C1",5,29.5108166666667,"Fold1.Rep1"
"3693","CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1",99,88.0035963333333,"Fold1.Rep1"
"37371","OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O",4,20.9179233333333,"Fold1.Rep1"
"38037","CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O",99,76.8515933333333,"Fold1.Rep1"
"38201","COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O",77,77.03234,"Fold1.Rep1"
"390074","OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO",4,13.4376066666667,"Fold1.Rep1"
"390122","CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1",94.9,93.3190636666667,"Fold1.Rep1"
"3918","CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1",80,58.5632733333333,"Fold1.Rep1"
"3922","CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C",75,72.0833833333333,"Fold1.Rep1"
"3933","NC1=CC(C(O)=O)=C(O)C=C1",80,51.0708366666667,"Fold1.Rep1"
"394204","C[C@@H]1O[C@@H]1P(O)(O)=O",0,43.7601033333333,"Fold1.Rep1"
"3949","CN(C)C(=N)NC(N)=N",1,35.3992333333333,"Fold1.Rep1"
"3953","CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1",90,81.76955,"Fold1.Rep1"
"39656","[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O",80.6,66.291,"Fold1.Rep1"
"4015","COC(=O)C(C1CCCCN1)C1=CC=CC=C1",10,41.206905,"Fold1.Rep1"
"4088","NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1",60,82.439418,"Fold1.Rep1"
"4256","COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2",99,79.8272,"Fold1.Rep1"
"431","CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1",84,72.5792949999999,"Fold1.Rep1"
"4341","COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C",95,94.493255,"Fold1.Rep1"
"4422","CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1",32,39.83068,"Fold1.Rep1"
"4444059","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O",73,70.7640766666667,"Fold1.Rep1"
"4444351","CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C",99.8,84.1656006666667,"Fold1.Rep1"
"4444491","[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2",65,74.50518,"Fold1.Rep1"
"4444535","COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C",98.82,70.1037633333334,"Fold1.Rep1"
"4445539","C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O",99.9,91.4079966666667,"Fold1.Rep1"
"4445541","CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC",85,77.3144066666666,"Fold1.Rep1"
"4447579","[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1",33,62.6635433333333,"Fold1.Rep1"
"4447624","[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O",20,28.1863566666667,"Fold1.Rep1"
"4470605","C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1",94,65.3805233333333,"Fold1.Rep1"
"4470984","OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1",98,89.3846413333333,"Fold1.Rep1"
"4514937","[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC",73,65.2596033333333,"Fold1.Rep1"
"4518","COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1",90,87.8674839999999,"Fold1.Rep1"
"4589305","CCCCC\N=C(/N)NN\C=C1/C=NC2=C1C=C(CO)C=C2",98,55.1808466666667,"Fold1.Rep1"
"4591431","OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O",99,91.7810326666667,"Fold1.Rep1"
"4596","O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1",88,73.0265633333334,"Fold1.Rep1"
"4892","NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2",96,60.8805883333333,"Fold1.Rep1"
"4895","CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1",88,77.00357,"Fold1.Rep1"
"49104","[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O",65,54.2876733333333,"Fold1.Rep1"
"49516","CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1",98,88.8082439999999,"Fold1.Rep1"
"50839","OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1",97,80.9353946666667,"Fold1.Rep1"
"5145","NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1",50,76.9809483333333,"Fold1.Rep1"
"5158","OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1",69,83.7755783333333,"Fold1.Rep1"
"51714","[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C",90,88.569795,"Fold1.Rep1"
"5201","CN1N=NC2=C(N=CN2C1=O)C(N)=O",15,43.63195,"Fold1.Rep1"
"5245","CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1",60,83.9143616666666,"Fold1.Rep1"
"5279","CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O",12,56.851475,"Fold1.Rep1"
"5292341","CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@@H]([C@@H]2C)[C@]1(C)O",22,67.64232,"Fold1.Rep1"
"5293005","CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1",22,26.3806,"Fold1.Rep1"
"5381","COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC",97,83.188964,"Fold1.Rep1"
"5423","CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2",98,87.8560733333333,"Fold1.Rep1"
"54785","O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1",58,66.6095033333333,"Fold1.Rep1"
"54810","CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1",98,94.890783,"Fold1.Rep1"
"54861","CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O",98,93.4253906666667,"Fold1.Rep1"
"5554","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3",95,80.92103,"Fold1.Rep1"
"5628","[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O",90,87.135054,"Fold1.Rep1"
"5656","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",74,76.46043,"Fold1.Rep1"
"571424","CCCC1=CC(=O)NC(=S)N1",82,52.0572066666667,"Fold1.Rep1"
"57718","[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C",98,88.0784153333333,"Fold1.Rep1"
"5774","[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",40,93.2976566666667,"Fold1.Rep1"
"5788","[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",40,87.9671533333334,"Fold1.Rep1"
"5791","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",40,87.5687116666667,"Fold1.Rep1"
"5796","COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1",84,66.8400833333333,"Fold1.Rep1"
"5802","[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O",75,55.54772,"Fold1.Rep1"
"5818","CNC[C@H](O)C1=CC(O)=CC=C1",95,26.9623666666667,"Fold1.Rep1"
"59273","ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl",99,89.878976,"Fold1.Rep1"
"6205","[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",99,69.5410916666666,"Fold1.Rep1"
"62105","[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21",96,75.3381223333333,"Fold1.Rep1"
"64459","COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O",95,92.6922373333333,"Fold1.Rep1"
"7845223","[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O",70,57.38267,"Fold1.Rep1"
"8358471","COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O",87,87.5262053333334,"Fold1.Rep1"
"8360155","CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1",95,92.6816413333333,"Fold1.Rep1"
"83706","CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1",99,88.5100513333334,"Fold1.Rep1"
"9296","CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C",58,85.5199173333334,"Fold1.Rep1"
"94631","[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O",20,28.5861233333333,"Fold1.Rep1"
"9524","CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2",99,93.386416,"Fold1.Rep1"
"10194105","CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1",22,51.8217433333333,"Fold2.Rep1"
"10246417","CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1",50,51.8217433333333,"Fold2.Rep1"
"10481959","CN(C)N=NC1=C(N=CN1)C(N)=O",5,29.45411,"Fold2.Rep1"
"10482084","CC(C)C1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O",98,86.6511133333335,"Fold2.Rep1"
"10482163","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O",51,66.927476,"Fold2.Rep1"
"106472","[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12",47,26.96474,"Fold2.Rep1"
"10815","COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1",80,92.2604386666667,"Fold2.Rep1"
"110575","ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1",85,81.2454613333333,"Fold2.Rep1"
"111300","CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1",30,65.528898,"Fold2.Rep1"
"11540","CC(=O)N[C@@H](CS)C(O)=O",83,45.2792333333333,"Fold2.Rep1"
"129277","CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1",56,84.7257918095238,"Fold2.Rep1"
"132758","[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O",95,59.586868,"Fold2.Rep1"
"135679","NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C",13,30.486748,"Fold2.Rep1"
"135722","CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC",99.5,93.4426016666667,"Fold2.Rep1"
"137720","COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O",99,83.9062493333333,"Fold2.Rep1"
"15266","[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21",97,89.0925803333333,"Fold2.Rep1"
"1710","O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1",90,79.1814933333333,"Fold2.Rep1"
"1859","NC1=C2CCCCC2=NC2=CC=CC=C12",55,62.8697466666667,"Fold2.Rep1"
"187603","OC(=O)CCC(O)=O.O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1",98,89.2793113333334,"Fold2.Rep1"
"1901","CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1",26,68.5680526666667,"Fold2.Rep1"
"2004","NCCCC(O)(P(O)(O)=O)P(O)(O)=O",78,40.4059713333333,"Fold2.Rep1"
"2034","CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12",80,89.6758966666667,"Fold2.Rep1"
"2072","CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1",96,92.2075710000001,"Fold2.Rep1"
"2077","CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC",97.5,80.0299776666667,"Fold2.Rep1"
"2094","COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1",98,95.5303616666667,"Fold2.Rep1"
"2102","CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N",40,69.4273013333333,"Fold2.Rep1"
"2178","CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O",30,52.69409,"Fold2.Rep1"
"2273675","[H][C@]12CC[C@]([H])(CC(C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1",76,81.0420466666666,"Fold2.Rep1"
"2276","CNCCC1=CC=CC=N1",3,54.4465961904762,"Fold2.Rep1"
"2280207","COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O",25,19.1964666666667,"Fold2.Rep1"
"2312","CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1",30,55.2411,"Fold2.Rep1"
"2338979","COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1",90,92.4901226666666,"Fold2.Rep1"
"2483","CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1",99,85.8084226666667,"Fold2.Rep1"
"25037","C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1",25,50.9676328571429,"Fold2.Rep1"
"25948202","COc1cc2c(ccnc2cc1OC)Oc3ccc(cc3)NC(=O)C4(CC4)C(=O)Nc5ccc(cc5)F",99.7,95.0518746666667,"Fold2.Rep1"
"26847","[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC",15,73.0819573333333,"Fold2.Rep1"
"2804","ClCCN(CCCl)P1(=O)NCCCO1",20,38.2715933333333,"Fold2.Rep1"
"2808","OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1",18,64.144533,"Fold2.Rep1"
"28163","COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O",97,82.8928638095238,"Fold2.Rep1"
